date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region
01-05-22,Investment SIP,Investment,,11965,0,11965,0,38495,UPI,South
01-06-22,Salary,Income,Job,57221,57221,0,0,0,Card,North
01-06-22,Freelance,Income,Freelancing,12022,12022,0,0,0,Auto Debit,North
01-06-22,Rent,Expense,,14019,0,14019,0,45047,Card,North
01-06-22,Groceries,Expense,,12088,0,12088,0,45047,Bank Transfer,North
01-06-22,Transport,Expense,,3926,0,3926,0,45047,Auto Debit,North
01-06-22,Utilities,Expense,,5198,0,5198,0,45047,UPI,North
01-06-22,Entertainment,Expense,,6953,0,6953,0,45047,Bank Transfer,North
01-06-22,Medical,Expense,,956,0,956,0,45047,UPI,North
01-06-22,Savings,Savings,,19285,0,0,19285,0,Card,North
01-06-22,Investment SIP,Investment,,14914,0,14914,0,45047,Auto Debit,North
01-07-22,Salary,Income,Job,61291,61291,0,0,0,Bank Transfer,East
01-07-22,Freelance,Income,Freelancing,13948,13948,0,0,0,Card,East
01-07-22,Rent,Expense,,13878,0,13878,0,38241,UPI,East
01-07-22,Groceries,Expense,,6466,0,6466,0,38241,Auto Debit,East
01-07-22,Transport,Expense,,3988,0,3988,0,38241,Bank Transfer,East
01-07-22,Utilities,Expense,,4488,0,4488,0,38241,UPI,East
01-07-22,Entertainment,Expense,,4337,0,4337,0,38241,Bank Transfer,East
01-07-22,Medical,Expense,,3721,0,3721,0,38241,Card,East
01-07-22,Savings,Savings,,11650,0,0,11650,0,Auto Debit,East
01-07-22,Investment SIP,Investment,,9796,0,9796,0,38241,Auto Debit,East
01-08-22,Salary,Income,Job,53933,53933,0,0,0,UPI,North
01-08-22,Freelance,Income,Freelancing,14917,14917,0,0,0,Auto Debit,North
01-08-22,Rent,Expense,,19352,0,19352,0,51596,Auto Debit,North
01-08-22,Groceries,Expense,,12457,0,12457,0,51596,UPI,North
01-08-22,Transport,Expense,,3696,0,3696,0,51596,Card,North
01-08-22,Utilities,Expense,,3592,0,3592,0,51596,Auto Debit,North
01-08-22,Entertainment,Expense,,8582,0,8582,0,51596,Bank Transfer,North
01-08-22,Medical,Expense,,3818,0,3818,0,51596,Auto Debit,North
01-08-22,Savings,Savings,,12228,0,0,12228,0,Auto Debit,North
01-08-22,Investment SIP,Investment,,10804,0,10804,0,51596,Auto Debit,North
01-09-22,Salary,Income,Job,58399,58399,0,0,0,Card,North
01-09-22,Freelance,Income,Freelancing,6471,6471,0,0,0,Card,North
01-09-22,Rent,Expense,,12345,0,12345,0,37952,Bank Transfer,North
01-09-22,Groceries,Expense,,11774,0,11774,0,37952,Bank Transfer,North
01-09-22,Transport,Expense,,5519,0,5519,0,37952,UPI,North
01-09-22,Utilities,Expense,,4550,0,4550,0,37952,UPI,North
01-09-22,Entertainment,Expense,,4454,0,4454,0,37952,Auto Debit,North
01-09-22,Medical,Expense,,876,0,876,0,37952,Card,North
01-09-22,Savings,Savings,,15359,0,0,15359,0,UPI,North
01-09-22,Investment SIP,Investment,,9613,0,9613,0,37952,Auto Debit,North
01-10-22,Salary,Income,Job,52872,52872,0,0,0,Card,South
01-10-22,Freelance,Income,Freelancing,21913,21913,0,0,0,Card,South
01-10-22,Rent,Expense,,13742,0,13742,0,34292,UPI,South
01-10-22,Groceries,Expense,,6885,0,6885,0,34292,Card,South
01-10-22,Transport,Expense,,4510,0,4510,0,34292,Card,South
01-10-22,Utilities,Expense,,3772,0,3772,0,34292,UPI,South
01-10-22,Entertainment,Expense,,5534,0,5534,0,34292,UPI,South
01-10-22,Medical,Expense,,1314,0,1314,0,34292,Auto Debit,South
01-10-22,Savings,Savings,,8785,0,0,8785,0,Bank Transfer,South
01-10-22,Investment SIP,Investment,,9400,0,9400,0,34292,UPI,South
01-11-22,Salary,Income,Job,64765,64765,0,0,0,Bank Transfer,East
01-11-22,Freelance,Income,Freelancing,16761,16761,0,0,0,UPI,East
01-11-22,Rent,Expense,,17190,0,17190,0,46327,Card,East
01-11-22,Groceries,Expense,,7808,0,7808,0,46327,Bank Transfer,East
01-11-22,Transport,Expense,,5818,0,5818,0,46327,Card,East
01-11-22,Utilities,Expense,,2855,0,2855,0,46327,Bank Transfer,East
01-11-22,Entertainment,Expense,,7894,0,7894,0,46327,UPI,East
01-11-22,Medical,Expense,,4397,0,4397,0,46327,Auto Debit,East
01-11-22,Savings,Savings,,21339,0,0,21339,0,Auto Debit,East
01-11-22,Investment SIP,Investment,,6100,0,6100,0,46327,Auto Debit,East
01-12-22,Salary,Income,Job,77297,77297,0,0,0,UPI,East
01-12-22,Freelance,Income,Freelancing,18914,18914,0,0,0,UPI,East
01-12-22,Rent,Expense,,13022,0,13022,0,33955,Bank Transfer,East
01-12-22,Groceries,Expense,,8745,0,8745,0,33955,Auto Debit,East
01-12-22,Transport,Expense,,2711,0,2711,0,33955,Card,East
01-12-22,Utilities,Expense,,3145,0,3145,0,33955,Card,East
01-12-22,Entertainment,Expense,,4300,0,4300,0,33955,Bank Transfer,East
01-12-22,Medical,Expense,,3292,0,3292,0,33955,UPI,East
01-12-22,Savings,Savings,,21170,0,0,21170,0,Card,East
01-12-22,Investment SIP,Investment,,5494,0,5494,0,33955,Auto Debit,East
01-01-23,Salary,Income,Job,89221,89221,0,0,0,Card,South
01-01-23,Freelance,Income,Freelancing,12300,12300,0,0,0,Card,South
01-01-23,Rent,Expense,,21818,0,21818,0,51061,Bank Transfer,South
01-01-23,Groceries,Expense,,12631,0,12631,0,51061,UPI,South
01-01-23,Transport,Expense,,4315,0,4315,0,51061,Bank Transfer,South
01-01-23,Utilities,Expense,,4060,0,4060,0,51061,Auto Debit,South
01-01-23,Entertainment,Expense,,4531,0,4531,0,51061,UPI,South
01-01-23,Medical,Expense,,2522,0,2522,0,51061,Bank Transfer,South
01-01-23,Savings,Savings,,21433,0,0,21433,0,Bank Transfer,South
01-01-23,Investment SIP,Investment,,9858,0,9858,0,51061,UPI,South
01-02-23,Salary,Income,Job,53592,53592,0,0,0,Bank Transfer,North
01-02-23,Freelance,Income,Freelancing,13176,13176,0,0,0,UPI,North
01-02-23,Rent,Expense,,12770,0,12770,0,41436,UPI,North
01-02-23,Groceries,Expense,,12585,0,12585,0,41436,UPI,North
01-02-23,Transport,Expense,,5396,0,5396,0,41436,Bank Transfer,North
01-02-23,Utilities,Expense,,4951,0,4951,0,41436,Card,North
01-02-23,Entertainment,Expense,,4102,0,4102,0,41436,UPI,North
01-02-23,Medical,Expense,,3371,0,3371,0,41436,Card,North
01-02-23,Savings,Savings,,8371,0,0,8371,0,UPI,North
01-02-23,Investment SIP,Investment,,7894,0,7894,0,41436,Bank Transfer,North
01-03-23,Salary,Income,Job,48002,48002,0,0,0,Card,West
01-03-23,Freelance,Income,Freelancing,15561,15561,0,0,0,UPI,West
01-03-23,Rent,Expense,,15052,0,15052,0,39220,UPI,West
01-03-23,Groceries,Expense,,10619,0,10619,0,39220,Bank Transfer,West
01-03-23,Transport,Expense,,4489,0,4489,0,39220,Bank Transfer,West
01-03-23,Utilities,Expense,,2938,0,2938,0,39220,Auto Debit,West
01-03-23,Entertainment,Expense,,3805,0,3805,0,39220,Bank Transfer,West
01-03-23,Medical,Expense,,4224,0,4224,0,39220,Card,West
01-03-23,Savings,Savings,,13458,0,0,13458,0,Card,West
01-03-23,Investment SIP,Investment,,6134,0,6134,0,39220,Card,West
01-04-23,Salary,Income,Job,76534,76534,0,0,0,Auto Debit,West
01-04-23,Freelance,Income,Freelancing,19741,19741,0,0,0,Auto Debit,West
01-04-23,Rent,Expense,,20987,0,20987,0,50556,Bank Transfer,West
01-04-23,Groceries,Expense,,13886,0,13886,0,50556,Bank Transfer,West
01-04-23,Transport,Expense,,5393,0,5393,0,50556,Bank Transfer,West
01-04-23,Utilities,Expense,,4020,0,4020,0,50556,Bank Transfer,West
01-04-23,Entertainment,Expense,,3954,0,3954,0,50556,UPI,West
01-04-23,Medical,Expense,,3672,0,3672,0,50556,Bank Transfer,West
01-04-23,Savings,Savings,,12389,0,0,12389,0,Bank Transfer,West
01-04-23,Investment SIP,Investment,,8267,0,8267,0,50556,Bank Transfer,West
01-05-23,Salary,Income,Job,45837,45837,0,0,0,UPI,West
01-05-23,Freelance,Income,Freelancing,13754,13754,0,0,0,UPI,West
01-05-23,Rent,Expense,,15061,0,15061,0,46741,UPI,West
01-05-23,Groceries,Expense,,13916,0,13916,0,46741,Auto Debit,West
01-05-23,Transport,Expense,,5276,0,5276,0,46741,UPI,West
01-05-23,Utilities,Expense,,3092,0,3092,0,46741,Auto Debit,West
01-05-23,Entertainment,Expense,,7085,0,7085,0,46741,Card,West
01-05-23,Medical,Expense,,1812,0,1812,0,46741,Card,West
01-05-23,Savings,Savings,,18484,0,0,18484,0,Bank Transfer,West
01-05-23,Investment SIP,Investment,,5252,0,5252,0,46741,UPI,West
01-06-23,Salary,Income,Job,89277,89277,0,0,0,UPI,South
01-06-23,Freelance,Income,Freelancing,22437,22437,0,0,0,Auto Debit,South
01-06-23,Rent,Expense,,15499,0,15499,0,43702,UPI,South
01-06-23,Groceries,Expense,,10976,0,10976,0,43702,Card,South
01-06-23,Transport,Expense,,2891,0,2891,0,43702,Card,South
01-06-23,Utilities,Expense,,2956,0,2956,0,43702,Bank Transfer,South
01-06-23,Entertainment,Expense,,8104,0,8104,0,43702,UPI,South
01-06-23,Medical,Expense,,2998,0,2998,0,43702,Card,South
01-06-23,Savings,Savings,,12022,0,0,12022,0,Auto Debit,South
01-06-23,Investment SIP,Investment,,8444,0,8444,0,43702,Auto Debit,South
01-07-23,Salary,Income,Job,82887,82887,0,0,0,UPI,North
01-07-23,Freelance,Income,Freelancing,17185,17185,0,0,0,Card,North
01-07-23,Rent,Expense,,14989,0,14989,0,39536,UPI,North
01-07-23,Groceries,Expense,,8953,0,8953,0,39536,Bank Transfer,North
01-07-23,Transport,Expense,,2780,0,2780,0,39536,Card,North
01-07-23,Utilities,Expense,,4464,0,4464,0,39536,UPI,North
01-07-23,Entertainment,Expense,,4090,0,4090,0,39536,UPI,North
01-07-23,Medical,Expense,,3796,0,3796,0,39536,Bank Transfer,North
01-07-23,Savings,Savings,,15110,0,0,15110,0,Bank Transfer,North
01-07-23,Investment SIP,Investment,,13954,0,13954,0,39536,UPI,North
01-08-23,Salary,Income,Job,68546,68546,0,0,0,UPI,South
01-08-23,Freelance,Income,Freelancing,9826,9826,0,0,0,Card,South
01-08-23,Rent,Expense,,14277,0,14277,0,37855,Bank Transfer,South
01-08-23,Groceries,Expense,,9728,0,9728,0,37855,Bank Transfer,South
01-08-23,Transport,Expense,,3147,0,3147,0,37855,Card,South
01-08-23,Utilities,Expense,,5075,0,5075,0,37855,Bank Transfer,South
01-08-23,Entertainment,Expense,,3101,0,3101,0,37855,Card,South
01-08-23,Medical,Expense,,3088,0,3088,0,37855,Bank Transfer,South
01-08-23,Savings,Savings,,21174,0,0,21174,0,Card,South
01-08-23,Investment SIP,Investment,,13623,0,13623,0,37855,UPI,South
01-09-23,Salary,Income,Job,54450,54450,0,0,0,Auto Debit,West
01-09-23,Freelance,Income,Freelancing,7426,7426,0,0,0,Auto Debit,West
01-09-23,Rent,Expense,,19135,0,19135,0,47512,UPI,West
01-09-23,Groceries,Expense,,11649,0,11649,0,47512,Auto Debit,West
01-09-23,Transport,Expense,,4248,0,4248,0,47512,UPI,West
01-09-23,Utilities,Expense,,5332,0,5332,0,47512,UPI,West
01-09-23,Entertainment,Expense,,3203,0,3203,0,47512,Card,West
01-09-23,Medical,Expense,,4001,0,4001,0,47512,Auto Debit,West
01-09-23,Savings,Savings,,11617,0,0,11617,0,Bank Transfer,West
01-09-23,Investment SIP,Investment,,8523,0,8523,0,47512,UPI,West
01-10-23,Salary,Income,Job,67051,67051,0,0,0,UPI,East
01-10-23,Freelance,Income,Freelancing,10820,10820,0,0,0,UPI,East
01-10-23,Rent,Expense,,19061,0,19061,0,51656,UPI,East
01-10-23,Groceries,Expense,,11478,0,11478,0,51656,Bank Transfer,East
01-10-23,Transport,Expense,,5898,0,5898,0,51656,Card,East
01-10-23,Utilities,Expense,,5298,0,5298,0,51656,UPI,East
01-10-23,Entertainment,Expense,,7023,0,7023,0,51656,Card,East
01-10-23,Medical,Expense,,906,0,906,0,51656,Auto Debit,East
01-10-23,Savings,Savings,,9951,0,0,9951,0,UPI,East
01-10-23,Investment SIP,Investment,,10555,0,10555,0,51656,Auto Debit,East
01-11-23,Salary,Income,Job,70421,70421,0,0,0,UPI,West
01-11-23,Freelance,Income,Freelancing,19791,19791,0,0,0,Auto Debit,West
01-11-23,Rent,Expense,,18111,0,18111,0,44085,Bank Transfer,West
01-11-23,Groceries,Expense,,10151,0,10151,0,44085,Card,West
01-11-23,Transport,Expense,,2500,0,2500,0,44085,Bank Transfer,West
01-11-23,Utilities,Expense,,4393,0,4393,0,44085,Bank Transfer,West
01-11-23,Entertainment,Expense,,6734,0,6734,0,44085,Bank Transfer,West
01-11-23,Medical,Expense,,817,0,817,0,44085,UPI,West
01-11-23,Savings,Savings,,13688,0,0,13688,0,Bank Transfer,West
01-11-23,Investment SIP,Investment,,10983,0,10983,0,44085,UPI,West
01-12-23,Salary,Income,Job,55694,55694,0,0,0,UPI,South
01-12-23,Freelance,Income,Freelancing,11844,11844,0,0,0,Card,South
01-12-23,Rent,Expense,,12071,0,12071,0,40569,Card,South
01-12-23,Groceries,Expense,,10085,0,10085,0,40569,Card,South
01-12-23,Transport,Expense,,4581,0,4581,0,40569,Card,South
01-12-23,Utilities,Expense,,4376,0,4376,0,40569,Card,South
01-12-23,Entertainment,Expense,,6009,0,6009,0,40569,Bank Transfer,South
01-12-23,Medical,Expense,,4053,0,4053,0,40569,Auto Debit,South
01-12-23,Savings,Savings,,17657,0,0,17657,0,UPI,South
01-12-23,Investment SIP,Investment,,12224,0,12224,0,40569,Auto Debit,South
01-01-24,Salary,Income,Job,65913,65913,0,0,0,Bank Transfer,North
01-01-24,Freelance,Income,Freelancing,8131,8131,0,0,0,Card,North
01-01-24,Rent,Expense,,16552,0,16552,0,45464,UPI,North
01-01-24,Groceries,Expense,,7585,0,7585,0,45464,Auto Debit,North
01-01-24,Transport,Expense,,5027,0,5027,0,45464,Card,North
01-01-24,Utilities,Expense,,4128,0,4128,0,45464,Bank Transfer,North
01-01-24,Entertainment,Expense,,8449,0,8449,0,45464,UPI,North
01-01-24,Medical,Expense,,4115,0,4115,0,45464,Auto Debit,North
01-01-24,Savings,Savings,,10999,0,0,10999,0,UPI,North
01-01-24,Investment SIP,Investment,,5090,0,5090,0,45464,Bank Transfer,North
01-02-24,Salary,Income,Job,78160,78160,0,0,0,UPI,West
01-02-24,Freelance,Income,Freelancing,8192,8192,0,0,0,Card,West
01-02-24,Rent,Expense,,16379,0,16379,0,42207,UPI,West
01-02-24,Groceries,Expense,,11886,0,11886,0,42207,Auto Debit,West
01-02-24,Transport,Expense,,5074,0,5074,0,42207,Auto Debit,West
01-02-24,Utilities,Expense,,4540,0,4540,0,42207,UPI,West
01-02-24,Entertainment,Expense,,4087,0,4087,0,42207,Card,West
01-02-24,Medical,Expense,,1891,0,1891,0,42207,Card,West
01-02-24,Savings,Savings,,14381,0,0,14381,0,Auto Debit,West
01-02-24,Investment SIP,Investment,,5050,0,5050,0,42207,Card,West
01-03-24,Salary,Income,Job,46701,46701,0,0,0,Auto Debit,East
01-03-24,Freelance,Income,Freelancing,13565,13565,0,0,0,UPI,East
01-03-24,Rent,Expense,,18497,0,18497,0,43825,Auto Debit,East
01-03-24,Groceries,Expense,,8493,0,8493,0,43825,Auto Debit,East
01-03-24,Transport,Expense,,4452,0,4452,0,43825,Bank Transfer,East
01-03-24,Utilities,Expense,,4446,0,4446,0,43825,Card,East
01-03-24,Entertainment,Expense,,4909,0,4909,0,43825,Card,East
01-03-24,Medical,Expense,,3410,0,3410,0,43825,Card,East
01-03-24,Savings,Savings,,13944,0,0,13944,0,UPI,East
01-03-24,Investment SIP,Investment,,12876,0,12876,0,43825,Auto Debit,East
01-04-24,Salary,Income,Job,58506,58506,0,0,0,UPI,South
01-04-24,Freelance,Income,Freelancing,23443,23443,0,0,0,UPI,South
01-04-24,Rent,Expense,,17095,0,17095,0,47744,UPI,South
01-04-24,Groceries,Expense,,11559,0,11559,0,47744,Bank Transfer,South
01-04-24,Transport,Expense,,4974,0,4974,0,47744,Bank Transfer,South
01-04-24,Utilities,Expense,,4736,0,4736,0,47744,Bank Transfer,South
01-04-24,Entertainment,Expense,,7115,0,7115,0,47744,Auto Debit,South
01-04-24,Medical,Expense,,3003,0,3003,0,47744,Card,South
01-04-24,Savings,Savings,,9025,0,0,9025,0,Auto Debit,South
01-04-24,Investment SIP,Investment,,6082,0,6082,0,47744,UPI,South
01-05-24,Salary,Income,Job,88980,88980,0,0,0,Auto Debit,West
01-05-24,Freelance,Income,Freelancing,24936,24936,0,0,0,Bank Transfer,West
01-05-24,Rent,Expense,,18101,0,18101,0,41721,UPI,West
01-05-24,Groceries,Expense,,13745,0,13745,0,41721,Bank Transfer,West
01-05-24,Transport,Expense,,3409,0,3409,0,41721,UPI,West
01-05-24,Utilities,Expense,,2874,0,2874,0,41721,UPI,West
01-05-24,Entertainment,Expense,,3014,0,3014,0,41721,Auto Debit,West
01-05-24,Medical,Expense,,949,0,949,0,41721,Bank Transfer,West
01-05-24,Savings,Savings,,15794,0,0,15794,0,Bank Transfer,West
01-05-24,Investment SIP,Investment,,11990,0,11990,0,41721,UPI,West
01-06-24,Salary,Income,Job,66704,66704,0,0,0,Card,West
01-06-24,Freelance,Income,Freelancing,16265,16265,0,0,0,Bank Transfer,West
01-06-24,Rent,Expense,,16562,0,16562,0,45191,UPI,West
01-06-24,Groceries,Expense,,8590,0,8590,0,45191,Auto Debit,West
01-06-24,Transport,Expense,,3757,0,3757,0,45191,UPI,West
01-06-24,Utilities,Expense,,5483,0,5483,0,45191,Bank Transfer,West
01-06-24,Entertainment,Expense,,5643,0,5643,0,45191,Card,West
01-06-24,Medical,Expense,,3465,0,3465,0,45191,Card,West
01-06-24,Savings,Savings,,16661,0,0,16661,0,Bank Transfer,West
01-06-24,Investment SIP,Investment,,6256,0,6256,0,45191,Card,West
01-07-24,Salary,Income,Job,87440,87440,0,0,0,Auto Debit,East
01-07-24,Freelance,Income,Freelancing,8180,8180,0,0,0,Card,East
01-07-24,Rent,Expense,,18569,0,18569,0,38081,Card,East
01-07-24,Groceries,Expense,,7605,0,7605,0,38081,Auto Debit,East
01-07-24,Transport,Expense,,2843,0,2843,0,38081,UPI,East
01-07-24,Utilities,Expense,,3315,0,3315,0,38081,Bank Transfer,East
01-07-24,Entertainment,Expense,,5268,0,5268,0,38081,Card,East
01-07-24,Medical,Expense,,1696,0,1696,0,38081,Auto Debit,East
01-07-24,Savings,Savings,,21990,0,0,21990,0,Bank Transfer,East
01-07-24,Investment SIP,Investment,,8463,0,8463,0,38081,UPI,East
01-08-24,Salary,Income,Job,80213,80213,0,0,0,Bank Transfer,North
01-08-24,Freelance,Income,Freelancing,6578,6578,0,0,0,Bank Transfer,North
01-08-24,Rent,Expense,,15584,0,15584,0,42555,Bank Transfer,North
01-08-24,Groceries,Expense,,11447,0,11447,0,42555,Card,North
01-08-24,Transport,Expense,,3950,0,3950,0,42555,Bank Transfer,North
01-08-24,Utilities,Expense,,4275,0,4275,0,42555,Bank Transfer,North
01-08-24,Entertainment,Expense,,5584,0,5584,0,42555,Auto Debit,North
01-08-24,Medical,Expense,,2997,0,2997,0,42555,Card,North
01-08-24,Savings,Savings,,14184,0,0,14184,0,UPI,North
01-08-24,Investment SIP,Investment,,13941,0,13941,0,42555,Bank Transfer,North
01-09-24,Salary,Income,Job,57099,57099,0,0,0,UPI,North
01-09-24,Freelance,Income,Freelancing,24229,24229,0,0,0,Auto Debit,North
01-09-24,Rent,Expense,,18135,0,18135,0,50236,UPI,North
01-09-24,Groceries,Expense,,12683,0,12683,0,50236,UPI,North
01-09-24,Transport,Expense,,5243,0,5243,0,50236,Auto Debit,North
01-09-24,Utilities,Expense,,4852,0,4852,0,50236,Card,North
01-09-24,Entertainment,Expense,,8122,0,8122,0,50236,Bank Transfer,North
01-09-24,Medical,Expense,,1331,0,1331,0,50236,Auto Debit,North
01-09-24,Savings,Savings,,11162,0,0,11162,0,Auto Debit,North
01-09-24,Investment SIP,Investment,,6590,0,6590,0,50236,Card,North
01-10-24,Salary,Income,Job,73533,73533,0,0,0,UPI,East
01-10-24,Freelance,Income,Freelancing,8898,8898,0,0,0,Bank Transfer,East
01-10-24,Rent,Expense,,13609,0,13609,0,44882,UPI,East
01-10-24,Groceries,Expense,,12938,0,12938,0,44882,Bank Transfer,East
01-10-24,Transport,Expense,,4598,0,4598,0,44882,Auto Debit,East
01-10-24,Utilities,Expense,,3558,0,3558,0,44882,Card,East
01-10-24,Entertainment,Expense,,5368,0,5368,0,44882,Auto Debit,East
01-10-24,Medical,Expense,,4089,0,4089,0,44882,Card,East
01-10-24,Savings,Savings,,10035,0,0,10035,0,Card,East
01-10-24,Investment SIP,Investment,,5120,0,5120,0,44882,Bank Transfer,East
01-11-24,Salary,Income,Job,58876,58876,0,0,0,Card,South
01-11-24,Freelance,Income,Freelancing,12093,12093,0,0,0,Auto Debit,South
01-11-24,Rent,Expense,,20522,0,20522,0,41503,Card,South
01-11-24,Groceries,Expense,,6406,0,6406,0,41503,Card,South
01-11-24,Transport,Expense,,3173,0,3173,0,41503,Auto Debit,South
01-11-24,Utilities,Expense,,2651,0,2651,0,41503,Auto Debit,South
01-11-24,Entertainment,Expense,,5934,0,5934,0,41503,Bank Transfer,South
01-11-24,Medical,Expense,,3884,0,3884,0,41503,UPI,South
01-11-24,Savings,Savings,,9662,0,0,9662,0,UPI,South
01-11-24,Investment SIP,Investment,,7188,0,7188,0,41503,Auto Debit,South
01-12-24,Salary,Income,Job,71422,71422,0,0,0,Auto Debit,North
01-12-24,Freelance,Income,Freelancing,15820,15820,0,0,0,Auto Debit,North
01-12-24,Rent,Expense,,21175,0,21175,0,46630,UPI,North
01-12-24,Groceries,Expense,,10040,0,10040,0,46630,Auto Debit,North
01-12-24,Transport,Expense,,3876,0,3876,0,46630,UPI,North
01-12-24,Utilities,Expense,,4027,0,4027,0,46630,Card,North
01-12-24,Entertainment,Expense,,5766,0,5766,0,46630,Bank Transfer,North
01-12-24,Medical,Expense,,1516,0,1516,0,46630,Card,North
01-12-24,Savings,Savings,,19109,0,0,19109,0,Card,North
01-12-24,Investment SIP,Investment,,11893,0,11893,0,46630,Bank Transfer,North
01-01-21,Salary,Income,Job,48655,48655,0,0,0,UPI,East
01-01-21,Freelance,Income,Freelancing,15428,15428,0,0,0,Bank Transfer,East
01-01-21,Rent,Expense,,19449,0,19449,0,52110,Bank Transfer,East
01-01-21,Groceries,Expense,,11443,0,11443,0,52110,UPI,East
01-01-21,Transport,Expense,,5503,0,5503,0,52110,Auto Debit,East
01-01-21,Utilities,Expense,,4634,0,4634,0,52110,Card,East
01-01-21,Entertainment,Expense,,8727,0,8727,0,52110,UPI,East
01-01-21,Medical,Expense,,2444,0,2444,0,52110,Card,East
01-01-21,Savings,Savings,,10156,0,0,10156,0,Card,East
01-01-21,Investment SIP,Investment,,10852,0,10852,0,52110,Auto Debit,East
01-02-21,Salary,Income,Job,66407,66407,0,0,0,Card,East
01-02-21,Freelance,Income,Freelancing,22935,22935,0,0,0,Auto Debit,East
01-02-21,Rent,Expense,,16948,0,16948,0,46415,Bank Transfer,East
01-02-21,Groceries,Expense,,10017,0,10017,0,46415,Card,East
01-02-21,Transport,Expense,,5871,0,5871,0,46415,Bank Transfer,East
01-02-21,Utilities,Expense,,3453,0,3453,0,46415,Auto Debit,East
01-02-21,Entertainment,Expense,,7864,0,7864,0,46415,Card,East
01-02-21,Medical,Expense,,1642,0,1642,0,46415,UPI,East
01-02-21,Savings,Savings,,15005,0,0,15005,0,Bank Transfer,East
01-02-21,Investment SIP,Investment,,10358,0,10358,0,46415,Bank Transfer,East
01-03-21,Salary,Income,Job,60777,60777,0,0,0,UPI,East
01-03-21,Freelance,Income,Freelancing,23913,23913,0,0,0,UPI,East
01-03-21,Rent,Expense,,16757,0,16757,0,43040,Auto Debit,East
01-03-21,Groceries,Expense,,12705,0,12705,0,43040,Auto Debit,East
01-03-21,Transport,Expense,,2606,0,2606,0,43040,UPI,East
01-03-21,Utilities,Expense,,4044,0,4044,0,43040,Bank Transfer,East
01-03-21,Entertainment,Expense,,6300,0,6300,0,43040,Auto Debit,East
01-03-21,Medical,Expense,,1844,0,1844,0,43040,UPI,East
01-03-21,Savings,Savings,,16734,0,0,16734,0,UPI,East
01-03-21,Investment SIP,Investment,,14437,0,14437,0,43040,Card,East
01-04-21,Salary,Income,Job,87523,87523,0,0,0,Card,South
01-04-21,Freelance,Income,Freelancing,7176,7176,0,0,0,Card,South
01-04-21,Rent,Expense,,18000,0,18000,0,44517,Bank Transfer,South
01-04-21,Groceries,Expense,,8643,0,8643,0,44517,UPI,South
01-04-21,Transport,Expense,,4656,0,4656,0,44517,Auto Debit,South
01-04-21,Utilities,Expense,,4451,0,4451,0,44517,Card,South
01-04-21,Entertainment,Expense,,6889,0,6889,0,44517,UPI,South
01-04-21,Medical,Expense,,1062,0,1062,0,44517,UPI,South
01-04-21,Savings,Savings,,14220,0,0,14220,0,Bank Transfer,South
01-04-21,Investment SIP,Investment,,9222,0,9222,0,44517,Card,South
01-05-21,Salary,Income,Job,89013,89013,0,0,0,Bank Transfer,West
01-05-21,Freelance,Income,Freelancing,20287,20287,0,0,0,Card,West
01-05-21,Rent,Expense,,13569,0,13569,0,44518,Card,West
01-05-21,Groceries,Expense,,13619,0,13619,0,44518,Card,West
01-05-21,Transport,Expense,,5122,0,5122,0,44518,Auto Debit,West
01-05-21,Utilities,Expense,,5153,0,5153,0,44518,UPI,West
01-05-21,Entertainment,Expense,,3742,0,3742,0,44518,UPI,West
01-05-21,Medical,Expense,,3140,0,3140,0,44518,Auto Debit,West
01-05-21,Savings,Savings,,8641,0,0,8641,0,Auto Debit,West
01-05-21,Investment SIP,Investment,,11673,0,11673,0,44518,Auto Debit,West
01-06-21,Salary,Income,Job,73420,73420,0,0,0,Auto Debit,North
01-06-21,Freelance,Income,Freelancing,20284,20284,0,0,0,Card,North
01-06-21,Rent,Expense,,13444,0,13444,0,43271,Bank Transfer,North
01-06-21,Groceries,Expense,,12472,0,12472,0,43271,Bank Transfer,North
01-06-21,Transport,Expense,,3472,0,3472,0,43271,Card,North
01-06-21,Utilities,Expense,,2786,0,2786,0,43271,Bank Transfer,North
01-06-21,Entertainment,Expense,,7475,0,7475,0,43271,UPI,North
01-06-21,Medical,Expense,,3091,0,3091,0,43271,Card,North
01-06-21,Savings,Savings,,15557,0,0,15557,0,Bank Transfer,North
01-06-21,Investment SIP,Investment,,6736,0,6736,0,43271,UPI,North
01-07-21,Salary,Income,Job,74134,74134,0,0,0,Auto Debit,North
01-07-21,Freelance,Income,Freelancing,12264,12264,0,0,0,Bank Transfer,North
01-07-21,Rent,Expense,,15767,0,15767,0,47519,Card,North
01-07-21,Groceries,Expense,,11818,0,11818,0,47519,Card,North
01-07-21,Transport,Expense,,4797,0,4797,0,47519,Auto Debit,North
01-07-21,Utilities,Expense,,3327,0,3327,0,47519,Auto Debit,North
01-07-21,Entertainment,Expense,,7655,0,7655,0,47519,UPI,North
01-07-21,Medical,Expense,,3906,0,3906,0,47519,Card,North
01-07-21,Savings,Savings,,9315,0,0,9315,0,Bank Transfer,North
01-07-21,Investment SIP,Investment,,14427,0,14427,0,47519,Bank Transfer,North
01-08-21,Salary,Income,Job,53537,53537,0,0,0,Bank Transfer,North
01-08-21,Freelance,Income,Freelancing,8830,8830,0,0,0,Bank Transfer,North
