date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region,Year,Month,Month_Year,Income,Expense,Savings,Budget_Variance,Expense_Ratio_%,Savings_Ratio_%,Budget_Used_%,Income_Contribution_%,Expense_Type,Spending_Status
2022-08-01,Groceries,Expense,,12457,0,12457,0,51596,UPI,North,2022,August,2022-08,0,12457,-12457,39139,0.0,0.0,24.143344445305836,0.0,Essential,Within Budget
2022-08-01,Transport,Expense,,3696,0,3696,0,51596,Card,North,2022,August,2022-08,0,3696,-3696,47900,0.0,0.0,7.1633459958136285,0.0,Essential,Within Budget
2022-08-01,Utilities,Expense,,3592,0,3592,0,51596,Auto Debit,North,2022,August,2022-08,0,3592,-3592,48004,0.0,0.0,6.961779982944415,0.0,Non-Essential,Within Budget
2022-08-01,Entertainment,Expense,,8582,0,8582,0,51596,Bank Transfer,North,2022,August,2022-08,0,8582,-8582,43014,0.0,0.0,16.633072331188465,0.0,Non-Essential,Within Budget
2022-08-01,Medical,Expense,,3818,0,3818,0,51596,Auto Debit,North,2022,August,2022-08,0,3818,-3818,47778,0.0,0.0,7.399798433987131,0.0,Non-Essential,Within Budget
2022-08-01,Savings,Savings,,12228,0,0,12228,0,Auto Debit,North,2022,August,2022-08,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-08-01,Investment SIP,Investment,,10804,0,10804,0,51596,Auto Debit,North,2022,August,2022-08,0,0,0,51596,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Salary,Income,Job,58399,58399,0,0,0,Card,North,2022,September,2022-09,58399,0,58399,0,0.0,100.0,0.0,0.21075861009678784,Non-Essential,Within Budget
2022-09-01,Freelance,Income,Freelancing,6471,6471,0,0,0,Card,North,2022,September,2022-09,6471,0,6471,0,0.0,100.0,0.0,0.023353464373299444,Non-Essential,Within Budget
2022-09-01,Rent,Expense,,12345,0,12345,0,37952,Bank Transfer,North,2022,September,2022-09,0,12345,-12345,25607,0.0,0.0,32.52793001686341,0.0,Essential,Within Budget
2022-09-01,Groceries,Expense,,11774,0,11774,0,37952,Bank Transfer,North,2022,September,2022-09,0,11774,-11774,26178,0.0,0.0,31.02339797639123,0.0,Essential,Within Budget
2022-09-01,Transport,Expense,,5519,0,5519,0,37952,UPI,North,2022,September,2022-09,0,5519,-5519,32433,0.0,0.0,14.542053119730186,0.0,Essential,Within Budget
2022-09-01,Utilities,Expense,,4550,0,4550,0,37952,UPI,North,2022,September,2022-09,0,4550,-4550,33402,0.0,0.0,11.988827993254638,0.0,Non-Essential,Within Budget
2022-09-01,Entertainment,Expense,,4454,0,4454,0,37952,Auto Debit,North,2022,September,2022-09,0,4454,-4454,33498,0.0,0.0,11.73587689713322,0.0,Non-Essential,Within Budget
2022-09-01,Medical,Expense,,876,0,876,0,37952,Card,North,2022,September,2022-09,0,876,-876,37076,0.0,0.0,2.308178752107926,0.0,Non-Essential,Within Budget
2022-09-01,Savings,Savings,,15359,0,0,15359,0,UPI,North,2022,September,2022-09,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Investment SIP,Investment,,9613,0,9613,0,37952,Auto Debit,North,2022,September,2022-09,0,0,0,37952,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Salary,Income,Job,52872,52872,0,0,0,Card,South,2022,October,2022-10,52872,0,52872,0,0.0,100.0,0.0,0.1908119870723363,Non-Essential,Within Budget
2022-10-01,Freelance,Income,Freelancing,21913,21913,0,0,0,Card,South,2022,October,2022-10,21913,0,21913,0,0.0,100.0,0.0,0.07908274838697431,Non-Essential,Within Budget
2022-10-01,Rent,Expense,,13742,0,13742,0,34292,UPI,South,2022,October,2022-10,0,13742,-13742,20550,0.0,0.0,40.07348652746997,0.0,Essential,Within Budget
2022-10-01,Groceries,Expense,,6885,0,6885,0,34292,Card,South,2022,October,2022-10,0,6885,-6885,27407,0.0,0.0,20.077569112329407,0.0,Essential,Within Budget
2022-10-01,Transport,Expense,,4510,0,4510,0,34292,Card,South,2022,October,2022-10,0,4510,-4510,29782,0.0,0.0,13.15175551148956,0.0,Essential,Within Budget
2022-10-01,Utilities,Expense,,3772,0,3772,0,34292,UPI,South,2022,October,2022-10,0,3772,-3772,30520,0.0,0.0,10.999650064154904,0.0,Non-Essential,Within Budget
2022-10-01,Entertainment,Expense,,5534,0,5534,0,34292,UPI,South,2022,October,2022-10,0,5534,-5534,28758,0.0,0.0,16.137874722967453,0.0,Non-Essential,Within Budget
2022-10-01,Medical,Expense,,1314,0,1314,0,34292,Auto Debit,South,2022,October,2022-10,0,1314,-1314,32978,0.0,0.0,3.8317975037909715,0.0,Non-Essential,Within Budget
2022-10-01,Savings,Savings,,8785,0,0,8785,0,Bank Transfer,South,2022,October,2022-10,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Investment SIP,Investment,,9400,0,9400,0,34292,UPI,South,2022,October,2022-10,0,0,0,34292,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Salary,Income,Job,64765,64765,0,0,0,Bank Transfer,East,2022,November,2022-11,64765,0,64765,0,0.0,100.0,0.0,0.23373313554887012,Non-Essential,Within Budget
2022-11-01,Freelance,Income,Freelancing,16761,16761,0,0,0,UPI,East,2022,November,2022-11,16761,0,16761,0,0.0,100.0,0.0,0.060489478652584146,Non-Essential,Within Budget
2022-11-01,Rent,Expense,,17190,0,17190,0,46327,Card,East,2022,November,2022-11,0,17190,-17190,29137,0.0,0.0,37.105791439117574,0.0,Essential,Within Budget
2022-11-01,Groceries,Expense,,7808,0,7808,0,46327,Bank Transfer,East,2022,November,2022-11,0,7808,-7808,38519,0.0,0.0,16.854102359315302,0.0,Essential,Within Budget
2022-11-01,Transport,Expense,,5818,0,5818,0,46327,Card,East,2022,November,2022-11,0,5818,-5818,40509,0.0,0.0,12.55855116886481,0.0,Essential,Within Budget
2022-11-01,Utilities,Expense,,2855,0,2855,0,46327,Bank Transfer,East,2022,November,2022-11,0,2855,-2855,43472,0.0,0.0,6.16271288881214,0.0,Non-Essential,Within Budget
2022-11-01,Entertainment,Expense,,7894,0,7894,0,46327,UPI,East,2022,November,2022-11,0,7894,-7894,38433,0.0,0.0,17.03973924493276,0.0,Non-Essential,Within Budget
2022-11-01,Medical,Expense,,4397,0,4397,0,46327,Auto Debit,East,2022,November,2022-11,0,4397,-4397,41930,0.0,0.0,9.49122541930192,0.0,Non-Essential,Within Budget
2022-11-01,Savings,Savings,,21339,0,0,21339,0,Auto Debit,East,2022,November,2022-11,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Investment SIP,Investment,,6100,0,6100,0,46327,Auto Debit,East,2022,November,2022-11,0,0,0,46327,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-12-01,Salary,Income,Job,77297,77297,0,0,0,UPI,East,2022,December,2022-12,77297,0,77297,0,0.0,100.0,0.0,0.27896039803166855,Non-Essential,Within Budget
2022-12-01,Freelance,Income,Freelancing,18914,18914,0,0,0,UPI,East,2022,December,2022-12,18914,0,18914,0,0.0,100.0,0.0,0.06825953100858997,Non-Essential,Within Budget
2022-12-01,Rent,Expense,,13022,0,13022,0,33955,Bank Transfer,East,2022,December,2022-12,0,13022,-13022,20933,0.0,0.0,38.350758356648505,0.0,Essential,Within Budget
2022-12-01,Groceries,Expense,,8745,0,8745,0,33955,Auto Debit,East,2022,December,2022-12,0,8745,-8745,25210,0.0,0.0,25.754675305551466,0.0,Essential,Within Budget
2022-12-01,Transport,Expense,,2711,0,2711,0,33955,Card,East,2022,December,2022-12,0,2711,-2711,31244,0.0,0.0,7.984096598439111,0.0,Essential,Within Budget
2022-12-01,Utilities,Expense,,3145,0,3145,0,33955,Card,East,2022,December,2022-12,0,3145,-3145,30810,0.0,0.0,9.262258872036519,0.0,Non-Essential,Within Budget
2022-12-01,Entertainment,Expense,,4300,0,4300,0,33955,Bank Transfer,East,2022,December,2022-12,0,4300,-4300,29655,0.0,0.0,12.663819761448977,0.0,Non-Essential,Within Budget
2022-12-01,Medical,Expense,,3292,0,3292,0,33955,UPI,East,2022,December,2022-12,0,3292,-3292,30663,0.0,0.0,9.695184803416286,0.0,Non-Essential,Within Budget
2022-12-01,Savings,Savings,,21170,0,0,21170,0,Card,East,2022,December,2022-12,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-12-01,Investment SIP,Investment,,5494,0,5494,0,33955,Auto Debit,East,2022,December,2022-12,0,0,0,33955,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-01-01,Salary,Income,Job,89221,89221,0,0,0,Card,South,2023,January,2023-01,89221,0,89221,0,0.0,100.0,0.0,0.3219934237135141,Non-Essential,Within Budget
2023-01-01,Freelance,Income,Freelancing,12300,12300,0,0,0,Card,South,2023,January,2023-01,12300,0,12300,0,0.0,100.0,0.0,0.04438998791401378,Non-Essential,Within Budget
2023-01-01,Rent,Expense,,21818,0,21818,0,51061,Bank Transfer,South,2023,January,2023-01,0,21818,-21818,29243,0.0,0.0,42.72928458118721,0.0,Essential,Within Budget
2023-01-01,Groceries,Expense,,12631,0,12631,0,51061,UPI,South,2023,January,2023-01,0,12631,-12631,38430,0.0,0.0,24.737079179804546,0.0,Essential,Within Budget
2023-01-01,Transport,Expense,,4315,0,4315,0,51061,Bank Transfer,South,2023,January,2023-01,0,4315,-4315,46746,0.0,0.0,8.450676641663893,0.0,Essential,Within Budget
2023-01-01,Utilities,Expense,,4060,0,4060,0,51061,Auto Debit,South,2023,January,2023-01,0,4060,-4060,47001,0.0,0.0,7.951273966432307,0.0,Non-Essential,Within Budget
2023-01-01,Entertainment,Expense,,4531,0,4531,0,51061,UPI,South,2023,January,2023-01,0,4531,-4531,46530,0.0,0.0,8.873700084213,0.0,Non-Essential,Within Budget
2023-01-01,Medical,Expense,,2522,0,2522,0,51061,Bank Transfer,South,2023,January,2023-01,0,2522,-2522,48539,0.0,0.0,4.9391903801335655,0.0,Non-Essential,Within Budget
2023-01-01,Savings,Savings,,21433,0,0,21433,0,Bank Transfer,South,2023,January,2023-01,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-01-01,Investment SIP,Investment,,9858,0,9858,0,51061,UPI,South,2023,January,2023-01,0,0,0,51061,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-02-01,Salary,Income,Job,53592,53592,0,0,0,Bank Transfer,North,2023,February,2023-02,53592,0,53592,0,0.0,100.0,0.0,0.19341042538925418,Non-Essential,Within Budget
2023-02-01,Freelance,Income,Freelancing,13176,13176,0,0,0,UPI,North,2023,February,2023-02,13176,0,13176,0,0.0,100.0,0.0,0.0475514211995972,Non-Essential,Within Budget
2023-02-01,Rent,Expense,,12770,0,12770,0,41436,UPI,North,2023,February,2023-02,0,12770,-12770,28666,0.0,0.0,30.81861183511922,0.0,Essential,Within Budget
2023-02-01,Groceries,Expense,,12585,0,12585,0,41436,UPI,North,2023,February,2023-02,0,12585,-12585,28851,0.0,0.0,30.37214016796988,0.0,Essential,Within Budget
2023-02-01,Transport,Expense,,5396,0,5396,0,41436,Bank Transfer,North,2023,February,2023-02,0,5396,-5396,36040,0.0,0.0,13.022492518582876,0.0,Essential,Within Budget
2023-02-01,Utilities,Expense,,4951,0,4951,0,41436,Card,North,2023,February,2023-02,0,4951,-4951,36485,0.0,0.0,11.948547157061492,0.0,Non-Essential,Within Budget
2023-02-01,Entertainment,Expense,,4102,0,4102,0,41436,UPI,North,2023,February,2023-02,0,4102,-4102,37334,0.0,0.0,9.899604208900472,0.0,Non-Essential,Within Budget
2023-02-01,Medical,Expense,,3371,0,3371,0,41436,Card,North,2023,February,2023-02,0,3371,-3371,38065,0.0,0.0,8.135437783569843,0.0,Non-Essential,Within Budget
2023-02-01,Savings,Savings,,8371,0,0,8371,0,UPI,North,2023,February,2023-02,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-02-01,Investment SIP,Investment,,7894,0,7894,0,41436,Bank Transfer,North,2023,February,2023-02,0,0,0,41436,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-03-01,Salary,Income,Job,48002,48002,0,0,0,Card,West,2023,March,2023-03,48002,0,48002,0,0.0,100.0,0.0,0.1732364390120723,Non-Essential,Within Budget
2023-03-01,Freelance,Income,Freelancing,15561,15561,0,0,0,UPI,West,2023,March,2023-03,15561,0,15561,0,0.0,100.0,0.0,0.056158748124387675,Non-Essential,Within Budget
2023-03-01,Rent,Expense,,15052,0,15052,0,39220,UPI,West,2023,March,2023-03,0,15052,-15052,24168,0.0,0.0,38.37837837837838,0.0,Essential,Within Budget
2023-03-01,Groceries,Expense,,10619,0,10619,0,39220,Bank Transfer,West,2023,March,2023-03,0,10619,-10619,28601,0.0,0.0,27.07547169811321,0.0,Essential,Within Budget
2023-03-01,Transport,Expense,,4489,0,4489,0,39220,Bank Transfer,West,2023,March,2023-03,0,4489,-4489,34731,0.0,0.0,11.44569097399286,0.0,Essential,Within Budget
2023-03-01,Utilities,Expense,,2938,0,2938,0,39220,Auto Debit,West,2023,March,2023-03,0,2938,-2938,36282,0.0,0.0,7.491075981642019,0.0,Non-Essential,Within Budget
2023-03-01,Entertainment,Expense,,3805,0,3805,0,39220,Bank Transfer,West,2023,March,2023-03,0,3805,-3805,35415,0.0,0.0,9.701682814890363,0.0,Non-Essential,Within Budget
2023-03-01,Medical,Expense,,4224,0,4224,0,39220,Card,West,2023,March,2023-03,0,4224,-4224,34996,0.0,0.0,10.770015298317185,0.0,Non-Essential,Within Budget
2023-03-01,Savings,Savings,,13458,0,0,13458,0,Card,West,2023,March,2023-03,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-03-01,Investment SIP,Investment,,6134,0,6134,0,39220,Card,West,2023,March,2023-03,0,0,0,39220,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-04-01,Salary,Income,Job,76534,76534,0,0,0,Auto Debit,West,2023,April,2023-04,76534,0,76534,0,0.0,100.0,0.0,0.276206775204157,Non-Essential,Within Budget
2023-04-01,Freelance,Income,Freelancing,19741,19741,0,0,0,Auto Debit,West,2023,April,2023-04,19741,0,19741,0,0.0,100.0,0.0,0.0712441261309387,Non-Essential,Within Budget
2023-04-01,Rent,Expense,,20987,0,20987,0,50556,Bank Transfer,West,2023,April,2023-04,0,20987,-20987,29569,0.0,0.0,41.512382308726956,0.0,Essential,Within Budget
2023-04-01,Groceries,Expense,,13886,0,13886,0,50556,Bank Transfer,West,2023,April,2023-04,0,13886,-13886,36670,0.0,0.0,27.466571722446396,0.0,Essential,Within Budget
2023-04-01,Transport,Expense,,5393,0,5393,0,50556,Bank Transfer,West,2023,April,2023-04,0,5393,-5393,45163,0.0,0.0,10.667378748318695,0.0,Essential,Within Budget
2023-04-01,Utilities,Expense,,4020,0,4020,0,50556,Bank Transfer,West,2023,April,2023-04,0,4020,-4020,46536,0.0,0.0,7.951578447661999,0.0,Non-Essential,Within Budget
2023-04-01,Entertainment,Expense,,3954,0,3954,0,50556,UPI,West,2023,April,2023-04,0,3954,-3954,46602,0.0,0.0,7.821030144789935,0.0,Non-Essential,Within Budget
2023-04-01,Medical,Expense,,3672,0,3672,0,50556,Bank Transfer,West,2023,April,2023-04,0,3672,-3672,46884,0.0,0.0,7.263232850700213,0.0,Non-Essential,Within Budget
2023-04-01,Savings,Savings,,12389,0,0,12389,0,Bank Transfer,West,2023,April,2023-04,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-04-01,Investment SIP,Investment,,8267,0,8267,0,50556,Bank Transfer,West,2023,April,2023-04,0,0,0,50556,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-05-01,Salary,Income,Job,45837,45837,0,0,0,UPI,West,2023,May,2023-05,45837,0,45837,0,0.0,100.0,0.0,0.1654230793507845,Non-Essential,Within Budget
2023-05-01,Freelance,Income,Freelancing,13754,13754,0,0,0,UPI,West,2023,May,2023-05,13754,0,13754,0,0.0,100.0,0.0,0.04963738973734516,Non-Essential,Within Budget
2023-05-01,Rent,Expense,,15061,0,15061,0,46741,UPI,West,2023,May,2023-05,0,15061,-15061,31680,0.0,0.0,32.222245993881174,0.0,Essential,Within Budget
2023-05-01,Groceries,Expense,,13916,0,13916,0,46741,Auto Debit,West,2023,May,2023-05,0,13916,-13916,32825,0.0,0.0,29.772576538798912,0.0,Essential,Within Budget
2023-05-01,Transport,Expense,,5276,0,5276,0,46741,UPI,West,2023,May,2023-05,0,5276,-5276,41465,0.0,0.0,11.287734537130142,0.0,Essential,Within Budget
2023-05-01,Utilities,Expense,,3092,0,3092,0,46741,Auto Debit,West,2023,May,2023-05,0,3092,-3092,43649,0.0,0.0,6.615177253374982,0.0,Non-Essential,Within Budget
2023-05-01,Entertainment,Expense,,7085,0,7085,0,46741,Card,West,2023,May,2023-05,0,7085,-7085,39656,0.0,0.0,15.15799833122954,0.0,Non-Essential,Within Budget
2023-05-01,Medical,Expense,,1812,0,1812,0,46741,Card,West,2023,May,2023-05,0,1812,-1812,44929,0.0,0.0,3.876682142016645,0.0,Non-Essential,Within Budget
2023-05-01,Savings,Savings,,18484,0,0,18484,0,Bank Transfer,West,2023,May,2023-05,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-05-01,Investment SIP,Investment,,5252,0,5252,0,46741,UPI,West,2023,May,2023-05,0,0,0,46741,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-06-01,Salary,Income,Job,89277,89277,0,0,0,UPI,South,2023,June,2023-06,89277,0,89277,0,0.0,100.0,0.0,0.32219552447149663,Non-Essential,Within Budget
2023-06-01,Freelance,Income,Freelancing,22437,22437,0,0,0,Auto Debit,South,2023,June,2023-06,22437,0,22437,0,0.0,100.0,0.0,0.08097383405095343,Non-Essential,Within Budget
2023-06-01,Rent,Expense,,15499,0,15499,0,43702,UPI,South,2023,June,2023-06,0,15499,-15499,28203,0.0,0.0,35.46519610086495,0.0,Essential,Within Budget
2023-06-01,Groceries,Expense,,10976,0,10976,0,43702,Card,South,2023,June,2023-06,0,10976,-10976,32726,0.0,0.0,25.1155553521578,0.0,Essential,Within Budget
2023-06-01,Transport,Expense,,2891,0,2891,0,43702,Card,South,2023,June,2023-06,0,2891,-2891,40811,0.0,0.0,6.6152578829344195,0.0,Essential,Within Budget
2023-06-01,Utilities,Expense,,2956,0,2956,0,43702,Bank Transfer,South,2023,June,2023-06,0,2956,-2956,40746,0.0,0.0,6.763992494622671,0.0,Non-Essential,Within Budget
2023-06-01,Entertainment,Expense,,8104,0,8104,0,43702,UPI,South,2023,June,2023-06,0,8104,-8104,35598,0.0,0.0,18.543773740332252,0.0,Non-Essential,Within Budget
2023-06-01,Medical,Expense,,2998,0,2998,0,43702,Card,South,2023,June,2023-06,0,2998,-2998,40704,0.0,0.0,6.860097936021235,0.0,Non-Essential,Within Budget
2023-06-01,Savings,Savings,,12022,0,0,12022,0,Auto Debit,South,2023,June,2023-06,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-06-01,Investment SIP,Investment,,8444,0,8444,0,43702,Auto Debit,South,2023,June,2023-06,0,0,0,43702,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-07-01,Salary,Income,Job,82887,82887,0,0,0,UPI,North,2023,July,2023-07,82887,0,82887,0,0.0,100.0,0.0,0.2991343844088504,Non-Essential,Within Budget
2023-07-01,Freelance,Income,Freelancing,17185,17185,0,0,0,Card,North,2023,July,2023-07,17185,0,17185,0,0.0,100.0,0.0,0.062019670105880234,Non-Essential,Within Budget
2023-07-01,Rent,Expense,,14989,0,14989,0,39536,UPI,North,2023,July,2023-07,0,14989,-14989,24547,0.0,0.0,37.91228247673007,0.0,Essential,Within Budget
2023-07-01,Groceries,Expense,,8953,0,8953,0,39536,Bank Transfer,North,2023,July,2023-07,0,8953,-8953,30583,0.0,0.0,22.64518413597734,0.0,Essential,Within Budget
2023-07-01,Transport,Expense,,2780,0,2780,0,39536,Card,North,2023,July,2023-07,0,2780,-2780,36756,0.0,0.0,7.031566167543504,0.0,Essential,Within Budget
2023-07-01,Utilities,Expense,,4464,0,4464,0,39536,UPI,North,2023,July,2023-07,0,4464,-4464,35072,0.0,0.0,11.290975313638203,0.0,Non-Essential,Within Budget
2023-07-01,Entertainment,Expense,,4090,0,4090,0,39536,UPI,North,2023,July,2023-07,0,4090,-4090,35446,0.0,0.0,10.34500202347228,0.0,Non-Essential,Within Budget
2023-07-01,Medical,Expense,,3796,0,3796,0,39536,Bank Transfer,North,2023,July,2023-07,0,3796,-3796,35740,0.0,0.0,9.601375961149332,0.0,Non-Essential,Within Budget
2023-07-01,Savings,Savings,,15110,0,0,15110,0,Bank Transfer,North,2023,July,2023-07,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-07-01,Investment SIP,Investment,,13954,0,13954,0,39536,UPI,North,2023,July,2023-07,0,0,0,39536,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-08-01,Salary,Income,Job,68546,68546,0,0,0,UPI,South,2023,August,2023-08,68546,0,68546,0,0.0,100.0,0.0,0.24737854565479578,Non-Essential,Within Budget
2023-08-01,Freelance,Income,Freelancing,9826,9826,0,0,0,Card,South,2023,August,2023-08,9826,0,9826,0,0.0,100.0,0.0,0.0354614651417154,Non-Essential,Within Budget
2023-08-01,Rent,Expense,,14277,0,14277,0,37855,Bank Transfer,South,2023,August,2023-08,0,14277,-14277,23578,0.0,0.0,37.71496499801876,0.0,Essential,Within Budget
2023-08-01,Groceries,Expense,,9728,0,9728,0,37855,Bank Transfer,South,2023,August,2023-08,0,9728,-9728,28127,0.0,0.0,25.698058380663056,0.0,Essential,Within Budget
2023-08-01,Transport,Expense,,3147,0,3147,0,37855,Card,South,2023,August,2023-08,0,3147,-3147,34708,0.0,0.0,8.313300752872804,0.0,Essential,Within Budget
2023-08-01,Utilities,Expense,,5075,0,5075,0,37855,Bank Transfer,South,2023,August,2023-08,0,5075,-5075,32780,0.0,0.0,13.406419231277242,0.0,Non-Essential,Within Budget
2023-08-01,Entertainment,Expense,,3101,0,3101,0,37855,Card,South,2023,August,2023-08,0,3101,-3101,34754,0.0,0.0,8.191784440628714,0.0,Non-Essential,Within Budget
2023-08-01,Medical,Expense,,3088,0,3088,0,37855,Bank Transfer,South,2023,August,2023-08,0,3088,-3088,34767,0.0,0.0,8.157442874124952,0.0,Non-Essential,Within Budget
2023-08-01,Savings,Savings,,21174,0,0,21174,0,Card,South,2023,August,2023-08,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-08-01,Investment SIP,Investment,,13623,0,13623,0,37855,UPI,South,2023,August,2023-08,0,0,0,37855,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-09-01,Salary,Income,Job,54450,54450,0,0,0,Auto Debit,West,2023,September,2023-09,54450,0,54450,0,0.0,100.0,0.0,0.19650689771691462,Non-Essential,Within Budget
2023-09-01,Freelance,Income,Freelancing,7426,7426,0,0,0,Auto Debit,West,2023,September,2023-09,7426,0,7426,0,0.0,100.0,0.0,0.026800004085322467,Non-Essential,Within Budget
2023-09-01,Rent,Expense,,19135,0,19135,0,47512,UPI,West,2023,September,2023-09,0,19135,-19135,28377,0.0,0.0,40.27403603300218,0.0,Essential,Within Budget
2023-09-01,Groceries,Expense,,11649,0,11649,0,47512,Auto Debit,West,2023,September,2023-09,0,11649,-11649,35863,0.0,0.0,24.51801650109446,0.0,Essential,Within Budget
2023-09-01,Transport,Expense,,4248,0,4248,0,47512,UPI,West,2023,September,2023-09,0,4248,-4248,43264,0.0,0.0,8.940899141269574,0.0,Essential,Within Budget
2023-09-01,Utilities,Expense,,5332,0,5332,0,47512,UPI,West,2023,September,2023-09,0,5332,-5332,42180,0.0,0.0,11.22242801818488,0.0,Non-Essential,Within Budget
2023-09-01,Entertainment,Expense,,3203,0,3203,0,47512,Card,West,2023,September,2023-09,0,3203,-3203,44309,0.0,0.0,6.741454790368749,0.0,Non-Essential,Within Budget
2023-09-01,Medical,Expense,,4001,0,4001,0,47512,Auto Debit,West,2023,September,2023-09,0,4001,-4001,43511,0.0,0.0,8.421030476511197,0.0,Non-Essential,Within Budget
2023-09-01,Savings,Savings,,11617,0,0,11617,0,Bank Transfer,West,2023,September,2023-09,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-09-01,Investment SIP,Investment,,8523,0,8523,0,47512,UPI,West,2023,September,2023-09,0,0,0,47512,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-10-01,Salary,Income,Job,67051,67051,0,0,0,UPI,East,2023,October,2023-10,67051,0,67051,0,0.0,100.0,0.0,0.24198317720508436,Non-Essential,Within Budget
2023-10-01,Freelance,Income,Freelancing,10820,10820,0,0,0,UPI,East,2023,October,2023-10,10820,0,10820,0,0.0,100.0,0.0,0.0390487535959048,Non-Essential,Within Budget
2023-10-01,Rent,Expense,,19061,0,19061,0,51656,UPI,East,2023,October,2023-10,0,19061,-19061,32595,0.0,0.0,36.899876103453614,0.0,Essential,Within Budget
2023-10-01,Groceries,Expense,,11478,0,11478,0,51656,Bank Transfer,East,2023,October,2023-10,0,11478,-11478,40178,0.0,0.0,22.220071240514173,0.0,Essential,Within Budget
2023-10-01,Transport,Expense,,5898,0,5898,0,51656,Card,East,2023,October,2023-10,0,5898,-5898,45758,0.0,0.0,11.417841102679263,0.0,Essential,Within Budget
2023-10-01,Utilities,Expense,,5298,0,5298,0,51656,UPI,East,2023,October,2023-10,0,5298,-5298,46358,0.0,0.0,10.256310980331424,0.0,Non-Essential,Within Budget
2023-10-01,Entertainment,Expense,,7023,0,7023,0,51656,Card,East,2023,October,2023-10,0,7023,-7023,44633,0.0,0.0,13.59571008208146,0.0,Non-Essential,Within Budget
2023-10-01,Medical,Expense,,906,0,906,0,51656,Auto Debit,East,2023,October,2023-10,0,906,-906,50750,0.0,0.0,1.7539104847452378,0.0,Non-Essential,Within Budget
2023-10-01,Savings,Savings,,9951,0,0,9951,0,UPI,East,2023,October,2023-10,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-10-01,Investment SIP,Investment,,10555,0,10555,0,51656,Auto Debit,East,2023,October,2023-10,0,0,0,51656,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-11-01,Salary,Income,Job,70421,70421,0,0,0,UPI,West,2023,November,2023-11,70421,0,70421,0,0.0,100.0,0.0,0.2541453121051028,Non-Essential,Within Budget
2023-11-01,Freelance,Income,Freelancing,19791,19791,0,0,0,Auto Debit,West,2023,November,2023-11,19791,0,19791,0,0.0,100.0,0.0,0.07142457323628022,Non-Essential,Within Budget
2023-11-01,Rent,Expense,,18111,0,18111,0,44085,Bank Transfer,West,2023,November,2023-11,0,18111,-18111,25974,0.0,0.0,41.08200068050357,0.0,Essential,Within Budget
2023-11-01,Groceries,Expense,,10151,0,10151,0,44085,Card,West,2023,November,2023-11,0,10151,-10151,33934,0.0,0.0,23.02597255302257,0.0,Essential,Within Budget
2023-11-01,Transport,Expense,,2500,0,2500,0,44085,Bank Transfer,West,2023,November,2023-11,0,2500,-2500,41585,0.0,0.0,5.670863105364637,0.0,Essential,Within Budget
2023-11-01,Utilities,Expense,,4393,0,4393,0,44085,Bank Transfer,West,2023,November,2023-11,0,4393,-4393,39692,0.0,0.0,9.964840648746739,0.0,Non-Essential,Within Budget
2023-11-01,Entertainment,Expense,,6734,0,6734,0,44085,Bank Transfer,West,2023,November,2023-11,0,6734,-6734,37351,0.0,0.0,15.275036860610186,0.0,Non-Essential,Within Budget
